"DBN","School.Name","pct_female","pct_male","pct_asian","pct_black","pct_hispanic","pct_multi.racial","pct_native_american","pct_white","pct_disabilities","pct_eng_learners","pct_poverty","economic_need_index","school_name","total_students","students_temp_housing","pct_temp_housing","students_residing_shelter","residing_dhs_shelter","residing_non_dhs_shelter","doubled_up"
"28Q080","PS 80  The Thurgood Marshall Magnet School of Mult",47,53,3.4,73,17.1,1.3,3.7,1.6,25.7,11.3,84.8,79.4,"PS 80  The Thurgood Marshall Magnet School of Mult",403,"56",13.89578134,"31","s","s","25"
"28Q082","P.S. 082 Hammond",45.9,54.1,15.9,7.4,71.4,0.6,2.8,1.9,15.7,40.3,88.4,89.6,"P.S. 082 Hammond",701,"251",35.80599129,"181","169","12","70"
"28Q086","P.S. Q086",49.3,50.7,53,6,37.5,0,1.6,1.9,12.9,29.4,81.4,81.6,"P.S. Q086",717,"112",15.62064141,"36","s","s","76"
"28Q099","P.S. 099 Kew Gardens",50.4,49.6,23.6,6.4,40.7,6.2,2,21,19.2,12.1,59.8,56,"P.S. 099 Kew Gardens",764,"86",11.25654429,"29","s","s","55"
"28Q101","P.S. 101 School in the Gardens",48.2,51.8,28.3,2.1,19.4,14.2,0,35.9,19,4.9,23.5,22.7,"P.S. 101 School in the Gardens",623,"10",1.60513651,"s","s","s","8"
"28Q117","P.S. 117 J. Keld / Briarwood School",50.1,49.9,31.3,9.3,45.9,1.6,1.4,10.6,16.1,22.7,76.9,74.9,"P.S. 117 J. Keld / Briarwood School",816,"122",14.95098025,"102","91","11","18"
"28Q121","P.S. 121 Queens",50,50,48.5,12.9,12.8,1.7,23.1,1.1,14.6,5.4,76.9,67.9,"P.S. 121 Queens",799,"55",6.88360482,"39","s","s","14"
"28Q139","P.S. 139 Rego Park",48.8,51.2,25.8,4,31.7,2.1,0.9,35.3,15.7,30.8,71.1,67.5,"P.S. 139 Rego Park",630,"66",10.4761906,"s","s","s","62"
"28Q140","P.S. 140 Edward K Ellington",51.1,48.9,12.2,57.7,26.3,1.3,1.9,0.6,16.9,15.4,88.4,81.2,"P.S. 140 Edward K Ellington",318,"51",16.03773534,"27","s","s","24"
"28Q144","P.S. 144 Col Jeromus Remsen",51.9,48.1,35.4,1.7,23.1,10.5,0.4,28.8,16.7,4.3,22.8,26.5,"P.S. 144 Col Jeromus Remsen",826,"18",2.17917673,"s","s","s","16"
"28Q157","J.H.S. 157 Stephen A. Halsey",49.6,50.4,29,5.6,23.5,4.8,0.5,36.6,12.6,11.4,53.1,51.3,"J.H.S. 157 Stephen A. Halsey",1693,"112",6.61547557,"21","12","9","90"
"28Q160","P.S. 160 Walter Francis Bishop",50.2,49.8,22.8,32.2,29,3.6,11.5,1,20.7,17.5,88,81.3,"P.S. 160 Walter Francis Bishop",728,"151",20.74175775,"93","76","17","50"
"28Q161","P.S. 161 Arthur Ashe School",46.5,53.5,64.3,3.9,16.2,1.4,12,1.8,17.8,16.4,82.9,75.7,"P.S. 161 Arthur Ashe School",595,"32",5.37815131,"22","s","s","10"
"28Q167","Metropolitan Expeditionary Learning School",44.5,55.4,22.6,10.7,46.2,3.2,4.8,11.9,18.5,5.8,66.7,62.2,"Metropolitan Expeditionary Learning School",836,"54",6.45933002,"s","s","s","45"
"28Q174","P.S. 174 William Sidney Mount",51.7,48.3,41.6,3.5,20.1,7.6,0.7,26.2,13.9,14.1,46.1,45.2,"P.S. 174 William Sidney Mount",551,"30",5.44464625,"s","s","s","27"
"28Q175","P.S. 175 The Lynn Gross Discovery School",44.4,55.6,29.8,1.5,19.6,5,0.1,44,18.7,15,57.8,57.1,"P.S. 175 The Lynn Gross Discovery School",723,"21",2.90456433,"7","s","s","13"
"28Q182","P.S. 182 Samantha Smith",50.1,49.9,23.5,12.9,58.5,1.3,3,0.8,16.4,44.6,93.3,88.2,"P.S. 182 Samantha Smith",818,"266",32.51833618,"178","160","18","88"
"28Q190","J.H.S. 190 Russell Sage",49.4,50.6,29.7,7.2,32.6,3.2,1.2,25.7,14,13.5,53.3,53.3,"J.H.S. 190 Russell Sage",1026,"118",11.50097474,"49","s","s","67"
"28Q196","P.S. 196 Grand Central Parkway",48.8,51.2,43,1.3,15.8,9.2,0.1,30.6,15.3,7.2,23,25.3,"P.S. 196 Grand Central Parkway",805,"13",1.61490683,"s","s","s","10"
"28Q206","P.S. 206 The Horace Harding School",51.5,48.5,28.7,9,26.3,3,0.4,32.6,12.9,26.9,83.4,75.2,"P.S. 206 The Horace Harding School",578,"47",8.13148767,"10","s","s","35"
"28Q217","J.H.S. 217 Robert A. Van Wyck",45.9,54.1,26.9,12.7,51.3,0.9,3.7,4.5,18.4,25.9,83.8,82.4,"J.H.S. 217 Robert A. Van Wyck",1338,"244",18.23617369,"100","93","7","140"
"28Q220","P.S. 220 Edward Mandel",47.2,52.8,33.6,8.1,28.9,2.3,0.3,26.8,9.2,27.6,75.5,76.1,"P.S. 220 Edward Mandel",658,"57",8.66261423,"22","10","12","35"
"28Q284","York Early College Academy",51.9,48.1,29.2,49.3,9.2,1.2,10,1,15,1,74.1,57.4,"York Early College Academy",612,"33",5.39215691,"s","s","s","27"
"28Q287","The Emerson School",53.6,46.4,16.3,36.1,39.5,0.9,4.7,2.5,11.9,28.8,89,83.8,"The Emerson School",337,"109",32.34421313,"69","56","13","38"
"28Q310","Queens Collegiate: A College Board School",49.6,50.4,23.1,33.7,31.1,0.7,5.7,1.6,14.7,14.4,83.2,75.8,"Queens Collegiate: A College Board School",743,"103",13.86271864,"55","46","9","44"
"28Q312","Jamaica Children's School",55.6,44.4,13.2,46.1,32.9,2.5,3.7,1.6,23.9,20.2,89.3,86.9,"Jamaica Children's School",271,"76",28.04428041,"64","s","s","10"
"28Q325","Hillside Arts & Letters Academy",53.4,46.6,22.8,33.1,37.8,0.7,4.2,0.9,17,22.1,71.6,77.4,"Hillside Arts & Letters Academy",439,"69",15.71753919,"28","s","s","39"
"28Q328","High School for Community Leadership",51.1,48.9,25.9,28.1,37.8,0,4,3.4,15.6,15.6,68.7,73.2,"High School for Community Leadership",504,"51",10.11904776,"18","s","s","33"
"28Q332","Redwood Middle School",47.3,52.7,10.3,57,23,1.3,5.3,1.7,14.7,14,85.7,79,"Redwood Middle School",324,"79",24.38271642,"42","s","s","34"
"28Q335","The Ezra Jack Keats Pre-K Center",53.8,46.2,30.5,10.8,43.9,2.7,6.7,5.4,11.7,0,70.4,73,"The Ezra Jack Keats Pre-K Center",238,"33",13.86554688,"9","s","s","24"
"28Q338","Queens Satellite High School for Opportunity",43.1,56.9,19.2,19.2,50.9,0,6,4.8,10.2,39.5,79.6,87.6,"Queens Satellite High School for Opportunity",196,"30",15.3061226,"13","s","s","14"
"28Q349","The Queens School for Leadership and Excellence",48.4,51.6,42.1,11.1,41.4,0.5,3.3,1.6,14.4,22.4,90.2,84.5,"The Queens School for Leadership and Excellence",643,"108",16.79626703,"68","61","7","40"
"28Q350","Jamaica Gateway to the Sciences",49.4,50.6,44,24.6,20.7,1.6,6.4,2.1,12.6,12.8,80.8,75.2,"Jamaica Gateway to the Sciences",557,"66",11.84919178,"21","s","s","42"
"28Q354","The Jermaine L. Green STEM Institute of Queens",52.7,47.3,2.6,71.7,19.1,3.1,2.4,1.2,20.2,6.3,78.4,77.7,"The Jermaine L. Green STEM Institute of Queens",554,"101",18.2310462,"42","28","14","50"
"28Q358","M.S. 358",48.3,51.7,32,16.9,48.3,0,1.4,1.4,15.7,21.7,88,84,"M.S. 358",360,"42",11.66666672,"21","s","s","20"
"28Q440","Forest Hills High School",50.3,49.7,25.1,6.7,41,1.3,0.8,24.5,15.2,11.4,72.5,65.7,"Forest Hills High School",3507,"196",5.58882244,"24","16","8","167"
"28Q505","Hillcrest High School",51.6,48.3,27.4,25.2,39.6,0.4,5,2.4,11.4,23.6,82.3,80.3,"Hillcrest High School",2452,"461",18.80097836,"232","203","29","227"
"28Q620","Thomas A. Edison Career and Technical Education Hi",39.3,60.7,50.2,15,25.4,1,4.9,3.3,15.1,3.3,72.9,66.2,"Thomas A. Edison Career and Technical Education Hi",2195,"125",5.69476075,"10","s","s","113"
"28Q680","Queens Gateway to Health Sciences Secondary School",51.3,48.7,53.5,22.6,14.7,0.7,6,2.1,15.4,2.3,62.5,61.4,"Queens Gateway to Health Sciences Secondary School",673,"39",5.79494797,"s","s","s","38"
"28Q686","Queens Metropolitan High School",47.4,52.6,10.7,2.8,44.6,1.3,0.3,40.3,15.8,7.1,61.4,52.7,"Queens Metropolitan High School",988,"38",3.84615399,"s","s","s","34"
"28Q690","High School for Law Enforcement and Public Safety",45.8,54.2,16.2,46.8,30.9,0.9,3.8,1.1,20.4,20.8,80.5,83.8,"High School for Law Enforcement and Public Safety",563,"81",14.3872112,"48","33","15","29"
"28Q896","Young Women's Leadership School, Queens",100,0,45,29.3,20,1.3,2.8,1.5,17.8,7.9,75.1,70.7,"Young Women's Leadership School, Queens",557,"41",7.36086145,"12","6","6","27"
"29Q015","P.S. 015 Jackie Robinson",48.6,51.4,3.9,77.8,13.2,2.9,1.9,0.3,21.2,9,75.9,74.5,"P.S. 015 Jackie Robinson",328,"29",8.84146318,"18","s","s","11"
"29Q033","P.S. 033 Edward M. Funk",49.5,50.5,49.5,12.1,25.3,4.6,6.7,1.9,14.3,15.1,73.6,68.2,"P.S. 033 Edward M. Funk",780,"124",15.89743644,"10","s","s","109"
"29Q034","P.S. 034 John Harvard",49.7,50.3,22.5,48.8,21.7,0.8,4.6,1.5,15.8,16,85.5,76.9,"P.S. 034 John Harvard",510,"59",11.56862751,"12","s","s","47"
"29Q035","P.S. 035 Nathaniel Woodhull",49.9,50.1,38.3,27.3,24.1,1.3,7.3,1.7,17.2,18.5,81.1,79.6,"P.S. 035 Nathaniel Woodhull",647,"86",13.29211742,"35","24","11","50"
"29Q036","P.S. 036 Saint Albans School",45.3,54.7,9.1,66.2,17.1,0.7,5.2,1.7,19.2,11.1,83.6,78.7,"P.S. 036 Saint Albans School",316,"54",17.08860695,"19","s","s","28"
"29Q037","Cynthia Jenkins School",46.5,53.1,1.8,81.5,12.7,0.7,1.8,1.5,21.1,7.6,81.1,80.6,"Cynthia Jenkins School",313,"74",23.64217192,"23","s","s","50"
"29Q038","P.S. 038 Rosedale",44.8,55.2,7,75.7,13.5,3,0.9,0,20.4,3.9,67,59.9,"P.S. 038 Rosedale",239,"22",9.20502096,"13","s","s","9"
"29Q052","P.S. 052 Queens",49.1,50.9,4.3,48.8,40.6,1.4,1.8,3.2,19.9,28.8,90.7,88.8,"P.S. 052 Queens",332,"171",51.5060246,"148","138","10","22"
"29Q059","I.S. 059 Springfield Gardens",50.7,49.3,3.4,78.1,13.1,1.2,3,1.2,18,5.9,70.9,69.3,"I.S. 059 Springfield Gardens",477,"98",20.54507285,"49","43","6","43"
"29Q095","P.S. 095 Eastwood",50.1,49.9,40.5,8.1,43,1.1,6.4,0.9,12.8,33.4,79.1,80.2,"P.S. 095 Eastwood",1175,"213",18.12765896,"102","90","12","110"
"29Q109","Jean Nuzzi Intermediate School",49.1,50.9,35.7,30.2,22.4,1.1,8.4,2.2,16.2,14.3,73.7,67.8,"Jean Nuzzi Intermediate School",984,"124",12.60162592,"43","s","s","79"
"29Q116","P.S./I.S. 116 William C. Hughley",50,50,14.2,35.8,45.2,0.2,3.9,0.7,21.1,27.1,81.6,83.5,"P.S./I.S. 116 William C. Hughley",862,"139",16.1252901,"111","101","10","23"
"29Q118","P.S. 118 Lorraine Hansberry",49.6,50.4,18.9,56.3,21.5,0.3,3.1,0,17.9,12.3,89.8,76.6,"P.S. 118 Lorraine Hansberry",422,"52",12.3222746,"22","s","s","26"
"29Q131","P.S. 131 Abigail Adams",48.7,51.3,74.9,5.4,14.2,0.9,2,2.6,17.1,17.3,86.5,72.4,"P.S. 131 Abigail Adams",786,"159",20.2290073,"7","s","s","151"
"29Q132","P.S. 132 Ralph Bunche",50,50,1.7,77.2,11.6,1.7,6.6,1.3,24.2,4.6,75.8,66,"P.S. 132 Ralph Bunche",312,"24",7.69230798,"15","s","s","7"
"29Q134","P.S. 134 Hollis",53.2,46.8,19.3,47.7,25.4,0.6,5.4,1.2,18.7,22.1,86.4,79,"P.S. 134 Hollis",367,"74",20.16348839,"22","s","s","50"
"29Q135","The Bellaire School",49.6,50.4,39.6,20.5,24.7,3.1,9.6,2.5,16.4,19.8,74,71.9,"The Bellaire School",768,"124",16.14583284,"79","s","s","41"
"29Q136","P.S. 136 Roy Wilkins",46.6,53.4,9.2,77.8,10.8,0.8,1.4,0,18.4,10.8,90,72.8,"P.S. 136 Roy Wilkins",389,"77",19.7943449,"17","11","6","52"
"29Q138","P.S./M.S. 138 Sunrise",47.6,52.4,4.5,66.7,21.2,2.4,2.4,2.9,15.4,13.9,80.4,76.3,"P.S./M.S. 138 Sunrise",674,"98",14.54005986,"58","s","s","39"
"29Q147","P.S./M.S. 147 Ronald McNair",47.7,52.3,3.2,78.1,14.6,1,1.9,1.2,22.6,6.3,72.5,67.2,"P.S./M.S. 147 Ronald McNair",452,"47",10.39822996,"24","17","7","22"
"29Q156","P.S. 156 Laurelton",55.1,44.9,1.2,79.6,15,0.6,3,0.6,18,6.6,80.8,72.8,"P.S. 156 Laurelton",201,"23",11.44278571,"7","s","s","16"
"29Q176","P.S. 176 Cambria Heights",52.8,47.2,4.9,84,4.9,1.8,3.7,0.7,17.1,2.1,51.8,51.3,"P.S. 176 Cambria Heights",605,"27",4.46280986,"11","s","s","14"
"29Q181","P.S. 181 Brookfield",44.1,55.9,7.3,67.2,19.1,3,3,0.3,28.6,6.1,81.2,77.8,"P.S. 181 Brookfield",371,"48",12.93800473,"35","29","6","13"
"29Q192","I.S. 192 The Linden",39.9,60.1,11.2,66.7,16.7,1.1,4,0.3,19.5,16.1,81.3,76.5,"I.S. 192 The Linden",370,"63",17.02702641,"16","s","s","44"
"29Q195","P.S. 195 William Haberle",51.7,48.3,3.4,80.1,13.4,0.6,1.6,0.9,17.4,7.5,73.5,70.6,"P.S. 195 William Haberle",344,"31",9.01162773,"19","s","s","12"
"29Q208","P.S./I.S. 208",50.5,49.5,13.3,60,13.5,2.4,8.6,2.2,23.3,2.4,56.3,50.1,"P.S./I.S. 208",643,"20",3.11041996,"s","s","s","12"
"29Q238","I.S. 238 - Susan B. Anthony Academy",48.2,51.8,29.7,22.7,40.3,0.8,5.4,1.1,12.7,25.8,84.5,80.9,"I.S. 238 - Susan B. Anthony Academy",1020,"253",24.80392158,"92","79","13","157"
"29Q243","Institute for Health Professions at Cambria Height",65.6,34.4,8.2,65.2,15.2,0,2.3,0.8,9.3,8.6,73,66.8,"Institute for Health Professions at Cambria Height",481,"47",9.77130979,"19","12","7","26"
"29Q248","Queens Preparatory Academy",32.1,67.9,4.1,74.8,16.9,0,2.1,2.1,21,16.9,82.8,78,"Queens Preparatory Academy",316,"56",17.72151887,"36","s","s","18"
"29Q251","P.S. 251 Queens",43.9,56.1,6.7,68.2,17.2,5.9,1.7,0.4,18.4,9.2,77.8,69.2,"P.S. 251 Queens",250,"34",13.60000074,"20","s","s","13"
"29Q259","Pathways College Preparatory School: A College Boa",54.7,45.3,8.1,72.7,12.2,0.6,5.5,0.8,16.2,3.9,77.3,62.9,"Pathways College Preparatory School: A College Boa",753,"67",8.89774263,"18","s","s","46"
"29Q265","Excelsior Preparatory High School",44.2,55.8,3.4,77.3,14.4,0.2,3,1.4,16.8,10.5,74,72.2,"Excelsior Preparatory High School",531,"87",16.38418138,"47","36","11","36"
"29Q268","P.S./I.S. 268",48.1,51.9,26.8,12,50.6,0.4,8.5,1.5,18.9,28.6,82.2,84,"P.S./I.S. 268",700,"99",14.14285749,"34","s","s","63"
"29Q270","The Gordon Parks School",50.5,49.5,4,83.4,8.4,1.3,1.9,1,17.6,2.4,79.2,62.2,"The Gordon Parks School",666,"69",10.36036015,"31","22","9","33"
"29Q272","George Washington Carver High School for the Scien",63.6,36.4,9.1,61.9,22.5,1,1.8,2.3,19.2,10.6,72.5,75.7,"George Washington Carver High School for the Scien",442,"63",14.25339431,"39","33","6","20"
"29Q283","Preparatory Academy for Writers: A College Board S",48.7,51.3,3.5,77.5,15.6,0.9,0.9,1.5,16.7,10.4,66.7,67.6,"Preparatory Academy for Writers: A College Board S",581,"73",12.56454438,"43","29","14","26"
"29Q289","Queens United Middle School",47.3,52.7,0.5,88.6,6.4,0.5,3.2,0.9,25.9,3.2,80.5,60.7,"Queens United Middle School",225,"22",9.77777764,"8","s","s","13"
"29Q295","P.S./I.S. 295",49.2,50.8,33.5,20.2,37.5,1.2,5.1,2.5,19.1,11.3,73.5,63.7,"P.S./I.S. 295",584,"84",14.38356191,"15","s","s","69"
"29Q313","Benjamin Franklin High School for Finance & Inform",34,66,12.3,63.8,18.7,0,3.3,1.4,17.5,13.4,82.2,72.4,"Benjamin Franklin High School for Finance & Inform",376,"40",10.63829809,"15","9","6","20"
"29Q326","Cambria Heights Academy",36.1,63.9,9.2,63.6,21.1,0.6,4.7,0.6,20.6,11.4,76.7,69.5,"Cambria Heights Academy",370,"28",7.56756738,"14","s","s","14"
"29Q327","Eagle Academy for Young Men III",0.2,99.8,2.2,83.7,6.5,1.4,0.8,1,25.6,2,74,67.7,"Eagle Academy for Young Men III",473,"44",9.30232555,"14","7","7","24"
"29Q355","Collaborative Arts Middle School",54.1,45.9,1.4,77.7,17.5,0.3,2.4,0.7,20.9,8.9,85.3,76,"Collaborative Arts Middle School",298,"55",18.4563756,"35","27","8","18"
"29Q356","Community Voices Middle School",39.7,60.3,2,76.1,16.1,1,3.3,1.6,25.9,11.8,82.6,79.1,"Community Voices Middle School",324,"68",20.98765373,"27","19","8","35"
"29Q360","P.S. 360",53.7,46.3,5.4,78.2,11.1,3,2.3,0,11.7,0.3,55.4,53.5,"P.S. 360",298,"10",3.35570462,"s","s","s","8"
"29Q381","District 29 Pre-K Center",46.3,53.7,24.4,41.4,25.5,0.3,6.3,2.2,17.5,0,67.4,70.5,"District 29 Pre-K Center",414,"56",13.52656931,"36","s","s","17"
"29Q492","Mathematics, Science Research and Technology Magne",39.6,60.4,10.9,71.3,13.8,0.2,2.5,0.7,12.4,11.1,79,73,"Mathematics, Science Research and Technology Magne",473,"53",11.20507419,"16","s","s","35"
"29Q498","Health, Arts, Robotics, and Technology High School",61.2,38.8,6,66.7,20.5,0.5,3.5,1.2,17.4,8.1,77.9,73,"Health, Arts, Robotics, and Technology High School",587,"55",9.36967656,"23","s","s","30"
"30Q002","P.S. 002 Alfred Zimberg",47,53,18.6,4.4,42.4,1.4,0.5,32.7,18.7,20.3,70.3,66.6,"P.S. 002 Alfred Zimberg",593,"79",13.3220911,"58","s","s","21"
"30Q010","I.S. 010 Horace Greeley",48.7,51.3,18.3,6.1,58.3,0.5,0.6,16.2,19.5,19.5,84.6,83.6,"I.S. 010 Horace Greeley",662,"72",10.87613329,"32","23","9","39"
"30Q011","P.S. 011 Kathryn Phelan",52.4,47.6,30.3,1.3,54.2,1,0.6,12.6,15.2,28.1,76.6,76.4,"P.S. 011 Kathryn Phelan",714,"92",12.88515478,"16","s","s","75"
"30Q017","P.S. 017 Henry David Thoreau",49.9,50.1,11.2,7,53,4.2,0.7,23.9,15.1,23.4,69.9,73.7,"P.S. 017 Henry David Thoreau",625,"127",20.31999975,"65","s","s","61"
"30Q069","P.S. 069 Jackson Heights",49.6,50.4,49.5,0.5,38.8,2.8,1.2,7.1,14.8,29.7,71.3,71.7,"P.S. 069 Jackson Heights",844,"26",3.08056865,"9","s","s","17"
"30Q070","P.S. 070",48.9,51.1,10.5,3.2,43.3,2.9,1.1,38.9,14.5,25,76.7,72.9,"P.S. 070",870,"87",10.00000015,"68","53","15","17"
"30Q076","P.S. 076 William Hallet",48.6,51.4,5.9,19.5,63.1,0.8,1.1,9.6,27,31.6,90.9,92.1,"P.S. 076 William Hallet",553,"249",45.02712488,"230","185","45","17"
"30Q078","P.S./I.S. 78Q",51.5,48.4,30.9,5.3,20.3,6.9,0.7,35.8,11,8.2,22.4,21.3,"P.S./I.S. 78Q",788,"21",2.6649747,"15","s","s","6"
"30Q084","P.S. 084 Steinway",50.3,49.7,7,4.2,35.5,3.4,0,50,16.2,9.8,51.4,52.4,"P.S. 084 Steinway",367,"26",7.08446875,"17","s","s","9"
"30Q085","P.S. 085 Judge Charles Vallone",49.5,50.5,17.4,3.4,28.5,5.5,0.4,44.8,11.6,15.3,49.8,50,"P.S. 085 Judge Charles Vallone",570,"44",7.71929845,"25","18","7","19"
"30Q092","P.S. 092 Harry T. Stewart Sr.",50.7,49.3,1.9,0.8,96.2,0.1,0.6,0.4,16.1,37.6,85.1,81.9,"P.S. 092 Harry T. Stewart Sr.",881,"134",15.20998925,"9","s","s","124"
"30Q111","P.S. 111 Jacob Blackwell",48.9,51.1,3,31.2,62,0.2,0.8,2.8,17.9,41.9,95,95,"P.S. 111 Jacob Blackwell",560,"360",64.28571343,"347","271","76","12"
"30Q112","P.S. 112 Dutch Kills",47.5,52.5,17.7,16.6,56.8,1.3,0.7,7,12.3,41.4,91.1,89.9,"P.S. 112 Dutch Kills",646,"312",48.29721451,"286","240","46","25"
"30Q122","P.S. 122 Mamie Fay",46.1,53.9,23.4,2.1,18.5,5.2,0.5,50.1,12,9.3,49.8,50.1,"P.S. 122 Mamie Fay",1166,"50",4.28816453,"13","s","s","35"
"30Q126","Albert Shanker School for Visual and Performing Ar",46,54,21.9,13.2,45.5,1.5,1.2,16.7,17.2,17.7,84.1,81.9,"Albert Shanker School for Visual and Performing Ar",411,"73",17.7615568,"44","s","s","28"
"30Q127","P.S. 127 Aerospace Science Magnet School",48.2,51.8,9.9,7,81.5,0.2,0.3,1.1,14.2,46.6,83,80.4,"P.S. 127 Aerospace Science Magnet School",1230,"274",22.27642238,"200","192","8","74"
"30Q141","I.S. 141 The Steinway",46.1,53.9,13.9,3.6,37.5,2.7,1,40.5,16.9,9.4,68.5,64.9,"I.S. 141 The Steinway",1039,"86",8.27718973,"32","s","s","50"
"30Q145","I.S. 145 Joseph Pulitzer",49.5,50.5,5.4,0.7,92.2,0.1,0.5,1.1,16.6,29.3,90.9,86.3,"I.S. 145 Joseph Pulitzer",1570,"333",21.21019065,"35","s","s","298"
"30Q148","P.S. 148 Queens",45.7,54.3,14.1,0.9,82.1,0.3,0,2.2,22.9,48.4,87.9,84.2,"P.S. 148 Queens",739,"171",23.13937694,"74","49","25","92"
"30Q149","P.S. 149 Christa McAuliffe",47.1,52.9,7.2,0.7,87.9,0.6,1.3,2.4,18.5,44.6,89,86.5,"P.S. 149 Christa McAuliffe",749,"198",26.43524706,"16","s","s","177"
"30Q150","P.S. 150 Queens",48,52,27.3,1.4,41.2,5.6,1.3,23.1,11.6,19.5,60.5,57,"P.S. 150 Queens",730,"102",13.97260278,"59","50","9","42"
"30Q151","P.S. 151 Mary D. Carter",46.9,53.1,13.7,19.8,54.8,2,2,7.6,21.3,28.9,89.5,86.4,"P.S. 151 Mary D. Carter",368,"106",28.80434692,"65","54","11","41"
"30Q152","P.S. 152 Gwendoline N. Alleyne School",45.4,54.6,56.4,0.6,38,0.3,0.5,4.2,16.4,30.5,87.3,80.5,"P.S. 152 Gwendoline N. Alleyne School",705,"198",28.08510661,"16","s","s","181"
"30Q166","P.S. 166 Henry Gradstein",53.9,46.1,22.1,3.7,43.5,3.4,1.7,25.6,13.9,25.7,65.9,60.3,"P.S. 166 Henry Gradstein",875,"144",16.45714343,"111","98","13","33"
"30Q171","P.S. 171 Peter G. Van Alst",47.8,52.2,13.2,17,54.9,1.3,0.6,13,28.1,26.8,92,91.8,"P.S. 171 Peter G. Van Alst",499,"171",34.26853716,"115","98","17","51"
"30Q204","I.S. 204 Oliver W. Holmes",47.6,52.4,11.1,11.1,68.4,0.2,1,8.2,20.5,45.9,92.8,89.4,"I.S. 204 Oliver W. Holmes",474,"232",48.9451468,"206","175","31","25"
"30Q212","P.S. 212",51.9,48.1,20.1,0.9,64.4,3.3,0.5,10.9,19.2,22.1,70.4,64,"P.S. 212",587,"27",4.59965914,"9","s","s","18"
"30Q222","P.S. Q222 - Fire Fighter Christopher A. Santora Sc",57.3,42.7,11.8,2.7,69.5,5,0,10.9,8.6,39.5,64.1,65,"P.S. Q222 - Fire Fighter Christopher A. Santora Sc",227,"55",24.22907501,"26","20","6","29"
"30Q227","I.S. 227 Louis Armstrong",47.9,52,25.7,14,35.6,4.3,0.6,19.8,15.7,4.9,67.4,59.5,"I.S. 227 Louis Armstrong",1560,"56",3.58974375,"7","s","s","48"
"30Q228","The Ivan Lafayette Early Childhood School of the A",52.6,47.4,9.6,1,80.9,1,0.5,7.2,24.9,46.4,76.6,76.6,"The Ivan Lafayette Early Childhood School of the A",238,"51",21.42857164,"20","s","s","31"
"30Q230","I.S. 230",51.9,48.1,33.4,0.2,59,0.7,0.9,5.6,13.3,21.7,80.7,75.2,"I.S. 230",1058,"128",12.09829897,"24","s","s","101"
"30Q234","P.S. 234",54.5,45.5,14.6,7,41.2,4.1,1.4,31.8,17.6,23.2,72.3,68,"P.S. 234",468,"64",13.67521435,"40","34","6","23"
"30Q235","Academy for New Americans",45.9,54.1,4.4,0.7,88.1,0,0,6.7,0,100,95,92.8,"Academy for New Americans",197,"166",84.26395655,"150","112","38","14"
"30Q258","Energy Tech High School",18.6,81.4,17.4,7.2,62.5,0.4,1,10.9,16.8,7.8,79.3,76.2,"Energy Tech High School",494,"27",5.46558723,"s","s","s","16"
"30Q280","PS280Q: Home of the Lionhearts",54.2,45.8,7.2,0.9,86.8,0,3.5,1.5,14.9,59.9,95,84.2,"PS280Q: Home of the Lionhearts",479,"83",17.32776612,"s","s","s","78"
"30Q286","Young Women's Leadership School, Astoria",99.8,0.2,23.1,6.8,45.3,2.1,1.7,20.6,18.4,8.4,76,67.7,"Young Women's Leadership School, Astoria",568,"9",1.58450697,"s","s","s","6"
"30Q291","Hunters Point Community Middle School",42.1,57.9,10.7,11.5,52.3,7.1,0.5,17.6,20.9,4.3,70.4,66.2,"Hunters Point Community Middle School",399,"35",8.77192989,"9","s","s","25"
"30Q301","Academy for Careers in Television and Film",49.8,50.2,8.7,13.8,61,2.4,0.2,13.9,23,4.5,70.6,70.5,"Academy for Careers in Television and Film",542,"35",6.45756423,"12","s","s","20"
"30Q329","East Elmhurst Community School",49.2,50.8,3.3,4.6,88.1,1.1,0.4,2.6,18.7,39.5,93.5,88.6,"East Elmhurst Community School",470,"172",36.59574389,"46","s","s","124"
"30Q361","The Woodside Community School",50.1,49.9,32.7,0.6,48.9,2.4,2.6,12.7,11.3,23.6,71.7,64.2,"The Woodside Community School",509,"67",13.16306442,"s","s","s","64"
"30Q384","Hunters Point Elementary School",53,47,25.5,9.6,18.3,9.4,1,36.1,13.7,11.6,25.3,24.5,"Hunters Point Elementary School",435,"25",5.74712642,"18","s","s","7"
"30Q389","District 30 Pre-K Center",50.3,49.7,11.4,8.7,59.4,3.4,0.7,16.4,8.4,0.7,56.7,60.9,"District 30 Pre-K Center",358,"147",41.06145203,"137","110","27","8"
"30Q398","The Hector Figueroa School",48.4,51.6,41.7,0.5,46.7,2.7,0,8.4,12.8,28.1,68.6,66.2,"The Hector Figueroa School",426,"48",11.26760542,"7","s","s","41"
"30Q417","Gotham Tech High School",30.1,69.9,14,6.2,58,1,4.7,16.1,17.1,16.6,77.2,74.1,"Gotham Tech High School",210,"43",20.47619075,"28","s","s","12"
"30Q429","I.S 429",54.9,45.1,16.7,2.9,53.9,3.9,0,22.5,13.7,6.9,70.6,62.9,"I.S 429",104,"6",5.7692308,"s","s","s","s"
"30Q445","William Cullen Bryant High School",47.1,52.9,19.5,6.6,62.2,0.5,0.9,9.9,16.4,23.9,88,86.6,"William Cullen Bryant High School",2134,"308",14.43298906,"146","123","23","152"
